tf,fill_price,ask_at_fill,ask_1s_before,delta_fill_vs_ask,ask_drop_1s
h1,0.68,0.69,0.69,-0.009999999999999898,0.0
h1,0.68,0.69,0.69,-0.009999999999999898,0.0
h1,0.67,0.69,0.69,-0.019999999999999907,0.0
h1,0.66,0.67,0.67,-0.010000000000000009,0.0
h1,0.66,0.67,0.67,-0.010000000000000009,0.0
h1,0.66,0.67,0.67,-0.010000000000000009,0.0
h1,0.68,0.69,0.69,-0.009999999999999898,0.0
h1,0.68,0.69,0.69,-0.009999999999999898,0.0
h1,0.68,0.7,0.7,-0.019999999999999907,0.0
h1,0.71,0.72,0.72,-0.010000000000000009,0.0
h1,0.63,0.64,0.64,-0.010000000000000009,0.0
h1,0.63,0.64,0.64,-0.010000000000000009,0.0
h1,0.33,0.34,0.34,-0.010000000000000009,0.0
h1,0.34,0.42,0.42,-0.07999999999999996,0.0
h1,0.42340000000000005,0.42,0.42,0.0034000000000000696,0.0
h1,0.41,0.42,0.42,-0.010000000000000009,0.0
h1,0.41,0.42,0.42,-0.010000000000000009,0.0
h1,0.44,0.45,0.45,-0.010000000000000009,0.0
h1,0.44,0.43,0.44,0.010000000000000009,0.010000000000000009
h1,0.44,0.44,0.44,0.0,0.0
h1,0.43,0.45,0.44,-0.020000000000000018,-0.010000000000000009
h1,0.48,0.5,0.49,-0.020000000000000018,-0.010000000000000009
h1,0.49,0.51,0.51,-0.020000000000000018,0.0
h1,0.61,0.64,0.64,-0.030000000000000027,0.0
h1,0.6,0.63,0.63,-0.030000000000000027,0.0
h1,0.6,0.63,0.63,-0.030000000000000027,0.0
h1,0.37,0.38,0.38,-0.010000000000000009,0.0
h1,0.37,0.38,0.38,-0.010000000000000009,0.0
h1,0.6,0.63,0.63,-0.030000000000000027,0.0
h1,0.37,0.41,0.41,-0.03999999999999998,0.0
h1,0.37,0.41,0.41,-0.03999999999999998,0.0
h1,0.37,0.41,0.41,-0.03999999999999998,0.0
h1,0.37,0.41,0.41,-0.03999999999999998,0.0
h1,0.37,0.41,0.41,-0.03999999999999998,0.0
h1,0.37,0.41,0.41,-0.03999999999999998,0.0
h1,0.37,0.41,0.41,-0.03999999999999998,0.0
h1,0.37,0.43,0.42,-0.06,-0.010000000000000009
h1,0.59,0.58,0.59,0.010000000000000009,0.010000000000000009
h1,0.59,0.58,0.59,0.010000000000000009,0.010000000000000009
h1,0.59,0.58,0.59,0.010000000000000009,0.010000000000000009
h1,0.59,0.58,0.59,0.010000000000000009,0.010000000000000009
h1,0.59,0.58,0.59,0.010000000000000009,0.010000000000000009
h1,0.59,0.58,0.59,0.010000000000000009,0.010000000000000009
h1,0.37,0.43,0.42,-0.06,-0.010000000000000009
h1,0.59,0.58,0.59,0.010000000000000009,0.010000000000000009
h1,0.59,0.57,0.57,0.020000000000000018,0.0
h1,0.59,0.57,0.57,0.020000000000000018,0.0
h1,0.59,0.57,0.57,0.020000000000000018,0.0
h1,0.59,0.57,0.57,0.020000000000000018,0.0
h1,0.59,0.57,0.57,0.020000000000000018,0.0
h1,0.59,0.57,0.57,0.020000000000000018,0.0
h1,0.59,0.57,0.57,0.020000000000000018,0.0
h1,0.59,0.57,0.57,0.020000000000000018,0.0
h1,0.59,0.57,0.57,0.020000000000000018,0.0
h1,0.59,0.57,0.57,0.020000000000000018,0.0
h1,0.59,0.57,0.57,0.020000000000000018,0.0
h1,0.59,0.57,0.57,0.020000000000000018,0.0
h1,0.56,0.59,0.58,-0.029999999999999916,-0.010000000000000009
h1,0.58,0.62,0.59,-0.040000000000000036,-0.030000000000000027
h1,0.35,0.35,0.35,0.0,0.0
h1,0.35,0.35,0.35,0.0,0.0
h1,0.35,0.38,0.38,-0.030000000000000027,0.0
h1,0.35,0.36,0.36,-0.010000000000000009,0.0
h1,0.35,0.36,0.36,-0.010000000000000009,0.0
h1,0.34,0.35,0.35,-0.009999999999999953,0.0
h1,0.33,0.33,0.33,0.0,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.69,0.7,0.69,-0.010000000000000009,-0.010000000000000009
h1,0.69,0.72,0.72,-0.030000000000000027,0.0
h1,0.69,0.72,0.72,-0.030000000000000027,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.32,0.32,0.32,0.0,0.0
h1,0.53,0.56,0.55,-0.030000000000000027,-0.010000000000000009
h1,0.53,0.56,0.55,-0.030000000000000027,-0.010000000000000009
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.45,0.48,0.48,-0.02999999999999997,0.0
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.45,0.48,0.48,-0.02999999999999997,0.0
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.5,0.51,0.51,-0.010000000000000009,0.0
h1,0.5,0.51,0.51,-0.010000000000000009,0.0
h1,0.5,0.51,0.51,-0.010000000000000009,0.0
h1,0.5,0.51,0.51,-0.010000000000000009,0.0
h1,0.5,0.51,0.51,-0.010000000000000009,0.0
h1,0.5,0.51,0.51,-0.010000000000000009,0.0
h1,0.5,0.51,0.51,-0.010000000000000009,0.0
h1,0.5,0.51,0.51,-0.010000000000000009,0.0
h1,0.5,0.52,0.51,-0.020000000000000018,-0.010000000000000009
h1,0.49,0.52,0.52,-0.030000000000000027,0.0
h1,0.49,0.52,0.52,-0.030000000000000027,0.0
h1,0.51,0.52,0.52,-0.010000000000000009,0.0
h1,0.51,0.48,0.48,0.030000000000000027,0.0
h1,0.47,0.46,0.46,0.009999999999999953,0.0
h1,0.47,0.46,0.46,0.009999999999999953,0.0
h1,0.47,0.46,0.46,0.009999999999999953,0.0
h1,0.47,0.46,0.46,0.009999999999999953,0.0
h1,0.47,0.46,0.46,0.009999999999999953,0.0
h1,0.47,0.46,0.46,0.009999999999999953,0.0
h1,0.47,0.46,0.46,0.009999999999999953,0.0
h1,0.47,0.46,0.46,0.009999999999999953,0.0
h1,0.47,0.46,0.46,0.009999999999999953,0.0
h1,0.47,0.46,0.46,0.009999999999999953,0.0
h1,0.46,0.45,0.45,0.010000000000000009,0.0
h1,0.46,0.45,0.45,0.010000000000000009,0.0
h1,0.46,0.45,0.45,0.010000000000000009,0.0
h1,0.45,0.45,0.45,0.0,0.0
h1,0.46,0.45,0.45,0.010000000000000009,0.0
h1,0.45,0.45,0.45,0.0,0.0
h1,0.45,0.45,0.45,0.0,0.0
h1,0.45,0.45,0.45,0.0,0.0
h1,0.45,0.45,0.45,0.0,0.0
h1,0.45,0.44,0.44,0.010000000000000009,0.0
h1,0.45,0.44,0.44,0.010000000000000009,0.0
h1,0.45,0.44,0.44,0.010000000000000009,0.0
h1,0.44,0.44,0.44,0.0,0.0
h1,0.44,0.44,0.44,0.0,0.0
h1,0.44,0.44,0.44,0.0,0.0
h1,0.44,0.44,0.44,0.0,0.0
h1,0.44,0.44,0.44,0.0,0.0
h1,0.44,0.44,0.44,0.0,0.0
h1,0.44,0.44,0.44,0.0,0.0
h1,0.44,0.44,0.44,0.0,0.0
h1,0.44,0.44,0.44,0.0,0.0
h1,0.44,0.44,0.44,0.0,0.0
h1,0.44,0.44,0.44,0.0,0.0
h1,0.44,0.44,0.44,0.0,0.0
h1,0.43,0.44,0.44,-0.010000000000000009,0.0
h1,0.4487,0.45,0.44,-0.0013000000000000234,-0.010000000000000009
h1,0.44,0.45,0.45,-0.010000000000000009,0.0
h1,0.44,0.46,0.48,-0.020000000000000018,0.019999999999999962
h1,0.44,0.46,0.48,-0.020000000000000018,0.019999999999999962
h1,0.53,0.56,0.56,-0.030000000000000027,0.0
h1,0.44,0.48,0.45,-0.03999999999999998,-0.02999999999999997
h1,0.52,0.56,0.56,-0.040000000000000036,0.0
h1,0.44,0.48,0.45,-0.03999999999999998,-0.02999999999999997
h1,0.44,0.48,0.45,-0.03999999999999998,-0.02999999999999997
h1,0.44,0.48,0.45,-0.03999999999999998,-0.02999999999999997
h1,0.44,0.48,0.45,-0.03999999999999998,-0.02999999999999997
h1,0.44,0.48,0.45,-0.03999999999999998,-0.02999999999999997
h1,0.52,0.56,0.56,-0.040000000000000036,0.0
h1,0.44,0.48,0.45,-0.03999999999999998,-0.02999999999999997
h1,0.44,0.48,0.45,-0.03999999999999998,-0.02999999999999997
h1,0.52,0.56,0.56,-0.040000000000000036,0.0
h1,0.44,0.48,0.45,-0.03999999999999998,-0.02999999999999997
h1,0.52,0.56,0.56,-0.040000000000000036,0.0
h1,0.44,0.46,0.47,-0.020000000000000018,0.009999999999999953
h1,0.44,0.46,0.47,-0.020000000000000018,0.009999999999999953
h1,0.44,0.46,0.47,-0.020000000000000018,0.009999999999999953
h1,0.44,0.46,0.47,-0.020000000000000018,0.009999999999999953
h1,0.44,0.46,0.47,-0.020000000000000018,0.009999999999999953
h1,0.44,0.46,0.47,-0.020000000000000018,0.009999999999999953
h1,0.44,0.46,0.47,-0.020000000000000018,0.009999999999999953
h1,0.44,0.46,0.47,-0.020000000000000018,0.009999999999999953
h1,0.52,0.55,0.55,-0.030000000000000027,0.0
h1,0.52,0.55,0.55,-0.030000000000000027,0.0
h1,0.52,0.55,0.55,-0.030000000000000027,0.0
h1,0.44,0.47,0.47,-0.02999999999999997,0.0
h1,0.52,0.55,0.55,-0.030000000000000027,0.0
h1,0.52,0.55,0.55,-0.030000000000000027,0.0
h1,0.44,0.49,0.46,-0.04999999999999999,-0.02999999999999997
h1,0.44,0.49,0.46,-0.04999999999999999,-0.02999999999999997
h1,0.44,0.49,0.46,-0.04999999999999999,-0.02999999999999997
h1,0.44,0.49,0.46,-0.04999999999999999,-0.02999999999999997
h1,0.44,0.49,0.46,-0.04999999999999999,-0.02999999999999997
h1,0.44,0.49,0.46,-0.04999999999999999,-0.02999999999999997
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.52,0.52,0.52,0.0,0.0
h1,0.52,0.52,0.52,0.0,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.52,0.52,0.52,0.0,0.0
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.51,0.52,0.52,-0.010000000000000009,0.0
h1,0.43,0.45,0.45,-0.020000000000000018,0.0
h1,0.43,0.45,0.45,-0.020000000000000018,0.0
h1,0.43,0.45,0.45,-0.020000000000000018,0.0
h1,0.43,0.45,0.45,-0.020000000000000018,0.0
h1,0.42,0.44,0.44,-0.020000000000000018,0.0
h1,0.42,0.44,0.44,-0.020000000000000018,0.0
h1,0.42,0.44,0.44,-0.020000000000000018,0.0
h1,0.42,0.44,0.44,-0.020000000000000018,0.0
h1,0.42,0.43,0.44,-0.010000000000000009,0.010000000000000009
h1,0.42,0.43,0.44,-0.010000000000000009,0.010000000000000009
h1,0.42,0.43,0.44,-0.010000000000000009,0.010000000000000009
h1,0.42,0.43,0.44,-0.010000000000000009,0.010000000000000009
h1,0.42,0.43,0.44,-0.010000000000000009,0.010000000000000009
h1,0.42,0.43,0.44,-0.010000000000000009,0.010000000000000009
h1,0.42,0.43,0.44,-0.010000000000000009,0.010000000000000009
h1,0.42,0.43,0.44,-0.010000000000000009,0.010000000000000009
h1,0.42,0.43,0.44,-0.010000000000000009,0.010000000000000009
h1,0.42,0.43,0.44,-0.010000000000000009,0.010000000000000009
h1,0.54,0.55,0.55,-0.010000000000000009,0.0
h1,0.55,0.56,0.56,-0.010000000000000009,0.0
h1,0.55,0.56,0.56,-0.010000000000000009,0.0
h1,0.55,0.56,0.56,-0.010000000000000009,0.0
h1,0.55,0.56,0.56,-0.010000000000000009,0.0
h1,0.55,0.56,0.56,-0.010000000000000009,0.0
h1,0.56,0.57,0.57,-0.009999999999999898,0.0
h1,0.56,0.57,0.57,-0.009999999999999898,0.0
h1,0.56,0.57,0.57,-0.009999999999999898,0.0
h1,0.56,0.57,0.57,-0.009999999999999898,0.0
h1,0.56,0.57,0.57,-0.009999999999999898,0.0
h1,0.6,0.62,0.6,-0.020000000000000018,-0.020000000000000018
h1,0.6039,0.62,0.62,-0.016100000000000003,0.0
h1,0.6397999999999999,0.65,0.65,-0.010200000000000098,0.0
h1,0.35,0.38,0.36,-0.030000000000000027,-0.020000000000000018
h1,0.3549,0.39,0.39,-0.03510000000000002,0.0
h1,0.38,0.39,0.39,-0.010000000000000009,0.0
h1,0.58,0.56,0.58,0.019999999999999907,0.019999999999999907
h1,0.52,0.57,0.57,-0.04999999999999993,0.0
h1,0.52,0.57,0.57,-0.04999999999999993,0.0
h1,0.52,0.57,0.57,-0.04999999999999993,0.0
h1,0.52,0.57,0.57,-0.04999999999999993,0.0
h1,0.52,0.57,0.57,-0.04999999999999993,0.0
h1,0.52,0.57,0.57,-0.04999999999999993,0.0
h1,0.5321,0.57,0.57,-0.037899999999999934,0.0
h1,0.5165,0.53,0.53,-0.013500000000000068,0.0
h1,0.5607,0.65,0.65,-0.08930000000000005,0.0
h1,0.6029,0.66,0.65,-0.05710000000000004,-0.010000000000000009
h1,0.3018,0.31,0.31,-0.008199999999999985,0.0
h1,0.3007,0.31,0.31,-0.009299999999999975,0.0
h1,0.31,0.44,0.44,-0.13,0.0
h1,0.43,0.47,0.44,-0.03999999999999998,-0.02999999999999997
h1,0.44,0.49,0.49,-0.04999999999999999,0.0
h1,0.48,0.45,0.47,0.02999999999999997,0.019999999999999962
h1,0.48,0.4,0.45,0.07999999999999996,0.04999999999999999
h1,0.42,0.4,0.45,0.019999999999999962,0.04999999999999999
h1,0.4,0.42,0.39,-0.019999999999999962,-0.02999999999999997
h1,0.42,0.42,0.39,0.0,-0.02999999999999997
h1,0.42,0.42,0.39,0.0,-0.02999999999999997
h1,0.40979999999999994,0.41,0.44,-0.00020000000000003348,0.030000000000000027
h1,0.40159999999999996,0.44,0.43,-0.038400000000000045,-0.010000000000000009
h1,0.43,0.45,0.45,-0.020000000000000018,0.0
h1,0.43,0.44,0.44,-0.010000000000000009,0.0
h1,0.43,0.38,0.38,0.04999999999999999,0.0
h1,0.65,0.7,0.7,-0.04999999999999993,0.0
h1,0.7056,0.74,0.74,-0.034399999999999986,0.0
h1,0.75,0.76,0.76,-0.010000000000000009,0.0
h1,0.25,0.37,0.39,-0.12,0.020000000000000018
h1,0.38079999999999997,0.44,0.45,-0.05920000000000003,0.010000000000000009
h1,0.55,0.58,0.57,-0.029999999999999916,-0.010000000000000009
h1,0.55,0.58,0.58,-0.029999999999999916,0.0
h1,0.56,0.58,0.58,-0.019999999999999907,0.0
h1,0.56,0.58,0.58,-0.019999999999999907,0.0
h1,0.56,0.58,0.58,-0.019999999999999907,0.0
h1,0.56,0.57,0.57,-0.009999999999999898,0.0
h1,0.56,0.57,0.57,-0.009999999999999898,0.0
h1,0.5794,0.6,0.59,-0.02059999999999995,-0.010000000000000009
h1,0.58,0.6,0.6,-0.020000000000000018,0.0
h1,0.4156,0.42,0.42,-0.0043999999999999595,0.0
h1,0.4311,0.42,0.42,0.011099999999999999,0.0
h1,0.42,0.41,0.41,0.010000000000000009,0.0
h1,0.86,0.88,0.88,-0.020000000000000018,0.0
h1,0.11,0.13,0.13,-0.020000000000000004,0.0
h1,0.1,0.13,0.13,-0.03,0.0
h1,0.87,0.89,0.89,-0.020000000000000018,0.0
h1,0.87,0.9,0.89,-0.030000000000000027,-0.010000000000000009
h1,0.87,0.9,0.89,-0.030000000000000027,-0.010000000000000009
h1,0.87,0.89,0.89,-0.020000000000000018,0.0
h1,0.87,0.92,0.88,-0.050000000000000044,-0.040000000000000036
h1,0.87,0.91,0.92,-0.040000000000000036,0.010000000000000009
h1,0.87,0.91,0.92,-0.040000000000000036,0.010000000000000009
h1,0.09,0.11,0.11,-0.020000000000000004,0.0
h1,0.09,0.09,0.09,0.0,0.0
h1,0.92,0.92,0.92,0.0,0.0
h1,0.9175,0.92,0.92,-0.0025000000000000577,0.0
h1,0.92,0.92,0.92,0.0,0.0
h1,0.4153,0.54,0.54,-0.12470000000000003,0.0
h1,0.098,0.54,0.54,-0.44200000000000006,0.0
h1,0.5035000000000001,0.54,0.54,-0.03649999999999998,0.0
h1,0.52,0.52,0.52,0.0,0.0
h1,0.48,0.49,0.49,-0.010000000000000009,0.0
h1,0.47,0.48,0.48,-0.010000000000000009,0.0
h1,0.47,0.48,0.48,-0.010000000000000009,0.0
h1,0.47,0.48,0.48,-0.010000000000000009,0.0
h1,0.47,0.48,0.48,-0.010000000000000009,0.0
h1,0.47,0.48,0.48,-0.010000000000000009,0.0
h1,0.47,0.49,0.49,-0.020000000000000018,0.0
h1,0.47,0.49,0.49,-0.020000000000000018,0.0
h1,0.47,0.49,0.49,-0.020000000000000018,0.0
h1,0.47,0.49,0.49,-0.020000000000000018,0.0
h1,0.47,0.49,0.49,-0.020000000000000018,0.0
h1,0.47,0.5,0.5,-0.030000000000000027,0.0
h1,0.47,0.5,0.5,-0.030000000000000027,0.0
h1,0.49,0.48,0.48,0.010000000000000009,0.0
h1,0.4833,0.51,0.5,-0.0267,-0.010000000000000009
h1,0.47,0.51,0.5,-0.040000000000000036,-0.010000000000000009
h1,0.5,0.51,0.5,-0.010000000000000009,-0.010000000000000009
h1,0.46,0.49,0.49,-0.02999999999999997,0.0
h1,0.48,0.48,0.49,0.0,0.010000000000000009
h1,0.42,0.49,0.49,-0.07,0.0
h1,0.42,0.49,0.49,-0.07,0.0
h1,0.41,0.49,0.49,-0.08000000000000002,0.0
h1,0.41,0.49,0.49,-0.08000000000000002,0.0
h1,0.41,0.49,0.49,-0.08000000000000002,0.0
h1,0.41,0.49,0.49,-0.08000000000000002,0.0
h1,0.41,0.49,0.49,-0.08000000000000002,0.0
h1,0.41,0.49,0.49,-0.08000000000000002,0.0
h1,0.41,0.49,0.49,-0.08000000000000002,0.0
h1,0.41,0.49,0.49,-0.08000000000000002,0.0
h1,0.41,0.49,0.49,-0.08000000000000002,0.0
h1,0.41,0.49,0.49,-0.08000000000000002,0.0
h1,0.41,0.49,0.49,-0.08000000000000002,0.0
h1,0.41,0.49,0.49,-0.08000000000000002,0.0
h1,0.38,0.19,0.19,0.19,0.0
h1,0.47,0.47,0.47,0.0,0.0
h1,0.47,0.47,0.47,0.0,0.0
h1,0.47,0.47,0.47,0.0,0.0
h1,0.47,0.47,0.47,0.0,0.0
h1,0.47,0.47,0.47,0.0,0.0
h1,0.47,0.47,0.47,0.0,0.0
h1,0.49,0.5,0.5,-0.010000000000000009,0.0
h1,0.49,0.5,0.5,-0.010000000000000009,0.0
h1,0.5,0.5,0.5,0.0,0.0
h1,0.5,0.5,0.5,0.0,0.0
h1,0.5,0.5,0.5,0.0,0.0
h1,0.5,0.5,0.5,0.0,0.0
h1,0.5,0.53,0.52,-0.030000000000000027,-0.010000000000000009
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.44,0.45,0.45,-0.010000000000000009,0.0
h1,0.44,0.45,0.45,-0.010000000000000009,0.0
h1,0.44,0.45,0.45,-0.010000000000000009,0.0
h1,0.44,0.45,0.45,-0.010000000000000009,0.0
h1,0.44,0.39,0.39,0.04999999999999999,0.0
h1,0.37,0.39,0.39,-0.020000000000000018,0.0
h1,0.38,0.4,0.4,-0.020000000000000018,0.0
h1,0.55,0.57,0.57,-0.019999999999999907,0.0
h1,0.55,0.57,0.57,-0.019999999999999907,0.0
h1,0.57,0.58,0.58,-0.010000000000000009,0.0
h1,0.57,0.58,0.58,-0.010000000000000009,0.0
h1,0.58,0.59,0.59,-0.010000000000000009,0.0
h1,0.6,0.6,0.6,0.0,0.0
h1,0.62,0.63,0.63,-0.010000000000000009,0.0
h1,0.62,0.63,0.63,-0.010000000000000009,0.0
h1,0.62,0.63,0.63,-0.010000000000000009,0.0
h1,0.6393,0.64,0.64,-0.0007000000000000339,0.0
h1,0.63,0.7,0.64,-0.06999999999999995,-0.05999999999999994
h1,0.69,0.69,0.69,0.0,0.0
h1,0.69,0.69,0.69,0.0,0.0
h1,0.7,0.69,0.69,0.010000000000000009,0.0
h1,0.66,0.66,0.66,0.0,0.0
h1,0.32,0.31,0.31,0.010000000000000009,0.0
h1,0.66,0.66,0.66,0.0,0.0
h1,0.36,0.38,0.38,-0.020000000000000018,0.0
h1,0.61,0.63,0.63,-0.020000000000000018,0.0
h1,0.38,0.39,0.39,-0.010000000000000009,0.0
h1,0.38,0.39,0.39,-0.010000000000000009,0.0
h1,0.5275,0.52,0.52,0.007499999999999951,0.0
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.48,0.53,0.53,-0.050000000000000044,0.0
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.52,0.53,0.53,-0.010000000000000009,0.0
h1,0.53,0.54,0.54,-0.010000000000000009,0.0
h1,0.53,0.54,0.54,-0.010000000000000009,0.0
h1,0.53,0.54,0.54,-0.010000000000000009,0.0
h1,0.53,0.54,0.54,-0.010000000000000009,0.0
h1,0.53,0.53,0.53,0.0,0.0
h1,0.55,0.56,0.56,-0.010000000000000009,0.0
h1,0.55,0.56,0.56,-0.010000000000000009,0.0
h1,0.55,0.56,0.56,-0.010000000000000009,0.0
h1,0.55,0.56,0.56,-0.010000000000000009,0.0
h1,0.5,0.52,0.52,-0.020000000000000018,0.0
h1,0.5,0.52,0.52,-0.020000000000000018,0.0
h1,0.52,0.54,0.54,-0.020000000000000018,0.0
h1,0.45,0.48,0.48,-0.02999999999999997,0.0
h1,0.47,0.48,0.48,-0.010000000000000009,0.0
h1,0.47,0.48,0.48,-0.010000000000000009,0.0
h1,0.47,0.48,0.48,-0.010000000000000009,0.0
h1,0.47,0.48,0.48,-0.010000000000000009,0.0
h1,0.47,0.48,0.48,-0.010000000000000009,0.0
h1,0.48,0.49,0.49,-0.010000000000000009,0.0
h1,0.48,0.49,0.49,-0.010000000000000009,0.0
h1,0.48,0.49,0.49,-0.010000000000000009,0.0
h1,0.48,0.49,0.49,-0.010000000000000009,0.0
h1,0.48,0.49,0.49,-0.010000000000000009,0.0
h1,0.46,0.48,0.47,-0.019999999999999962,-0.010000000000000009
h1,0.46,0.47,0.47,-0.009999999999999953,0.0
h1,0.46,0.47,0.47,-0.009999999999999953,0.0
h1,0.46,0.47,0.47,-0.009999999999999953,0.0
h1,0.46,0.47,0.47,-0.009999999999999953,0.0
h1,0.46,0.47,0.47,-0.009999999999999953,0.0
h1,0.46,0.47,0.47,-0.009999999999999953,0.0
h1,0.46,0.47,0.47,-0.009999999999999953,0.0
h1,0.46,0.47,0.47,-0.009999999999999953,0.0
h1,0.46,0.47,0.47,-0.009999999999999953,0.0
h1,0.46,0.47,0.47,-0.009999999999999953,0.0
h1,0.53,0.55,0.55,-0.020000000000000018,0.0
h1,0.53,0.55,0.55,-0.020000000000000018,0.0
h1,0.55,0.56,0.56,-0.010000000000000009,0.0
h1,0.56,0.57,0.57,-0.009999999999999898,0.0
h1,0.56,0.57,0.57,-0.009999999999999898,0.0
h1,0.56,0.57,0.57,-0.009999999999999898,0.0
h1,0.56,0.57,0.57,-0.009999999999999898,0.0
h1,0.56,0.57,0.57,-0.009999999999999898,0.0
m15,0.38,0.39,0.39,-0.010000000000000009,0.0
m15,0.39,0.39,0.39,0.0,0.0
h1,0.47,0.49,0.49,-0.020000000000000018,0.0
h1,0.48,0.49,0.49,-0.010000000000000009,0.0
m15,0.38,0.39,0.39,-0.010000000000000009,0.0
m15,0.38,0.39,0.39,-0.010000000000000009,0.0
m15,0.38,0.39,0.39,-0.010000000000000009,0.0
m15,0.38,0.39,0.39,-0.010000000000000009,0.0
m15,0.38,0.39,0.39,-0.010000000000000009,0.0
m15,0.38,0.39,0.39,-0.010000000000000009,0.0
h1,0.46,0.47,0.47,-0.009999999999999953,0.0
h1,0.46,0.46,0.46,0.0,0.0
m15,0.56,0.58,0.58,-0.019999999999999907,0.0
m15,0.56,0.58,0.58,-0.019999999999999907,0.0
h1,0.44,0.45,0.45,-0.010000000000000009,0.0
h1,0.44,0.46,0.46,-0.020000000000000018,0.0
h1,0.44,0.45,0.45,-0.010000000000000009,0.0
h1,0.44,0.45,0.45,-0.010000000000000009,0.0
h1,0.44,0.45,0.45,-0.010000000000000009,0.0
m15,0.53,0.56,0.56,-0.030000000000000027,0.0
m15,0.48,0.48,0.48,0.0,0.0
m15,0.48,0.48,0.48,0.0,0.0
m15,0.55,0.56,0.56,-0.010000000000000009,0.0
m15,0.55,0.56,0.56,-0.010000000000000009,0.0
m15,0.55,0.56,0.56,-0.010000000000000009,0.0
m15,0.55,0.5,0.5,0.050000000000000044,0.0
h1,0.43,0.44,0.44,-0.010000000000000009,0.0
h1,0.43,0.44,0.44,-0.010000000000000009,0.0
m15,0.49,0.49,0.49,0.0,0.0
h1,0.43,0.44,0.44,-0.010000000000000009,0.0
h1,0.43,0.44,0.44,-0.010000000000000009,0.0
h1,0.41,0.42,0.42,-0.010000000000000009,0.0
h1,0.41,0.42,0.42,-0.010000000000000009,0.0
h1,0.41,0.42,0.42,-0.010000000000000009,0.0
h1,0.41,0.42,0.42,-0.010000000000000009,0.0
h1,0.41,0.42,0.42,-0.010000000000000009,0.0
m15,0.38,0.41,0.41,-0.02999999999999997,0.0
m15,0.59,0.7,0.7,-0.10999999999999999,0.0
h1,0.48,0.5,0.5,-0.020000000000000018,0.0
m15,0.68,0.69,0.69,-0.009999999999999898,0.0
m15,0.68,0.69,0.69,-0.009999999999999898,0.0
m15,0.68,0.69,0.69,-0.009999999999999898,0.0
m15,0.67,0.69,0.69,-0.019999999999999907,0.0
m15,0.69,0.72,0.73,-0.030000000000000027,0.010000000000000009
h1,0.5188,0.53,0.53,-0.011199999999999988,0.0
m15,0.18,0.19,0.19,-0.010000000000000009,0.0
m15,0.18,0.19,0.19,-0.010000000000000009,0.0
m15,0.79,0.82,0.82,-0.029999999999999916,0.0
m15,0.18,0.19,0.19,-0.010000000000000009,0.0
h1,0.59,0.61,0.6,-0.020000000000000018,-0.010000000000000009
h1,0.59,0.61,0.6,-0.020000000000000018,-0.010000000000000009
h1,0.59,0.61,0.6,-0.020000000000000018,-0.010000000000000009
m15,0.18,0.19,0.19,-0.010000000000000009,0.0
m15,0.18,0.19,0.19,-0.010000000000000009,0.0
m15,0.18,0.19,0.19,-0.010000000000000009,0.0
m15,0.18,0.19,0.19,-0.010000000000000009,0.0
m15,0.18,0.19,0.19,-0.010000000000000009,0.0
h1,0.59,0.62,0.61,-0.030000000000000027,-0.010000000000000009
